"PID","RP_Hurt_Expression","RP_Hurt_Experience","RP_Hurt_Conn_Recall","RP_Hurt_Dist_Recall","RP_Hurt_Afrm_Recall","RP_Hurt_Conn_Hyp","RP_Hurt_Dist_Hyp","RP_Hurt_Afrm_Hyp","RP_Hurt_Want","RP_Joys_Expression","RP_Joys_Experience","RP_Joys_Conn_Recall","RP_Joys_Dist_Recall","RP_Joys_Afrm_Recall","RP_Joys_Conn_Hyp","RP_Joys_Dist_Hyp","RP_Joys_Afrm_Hyp","RP_Joys_Want","RP_Love_Expression","RP_Love_Experience","RP_Love_Conn_Recall","RP_Love_Dist_Recall","RP_Love_Afrm_Recall","RP_Love_Conn_Hyp","RP_Love_Dist_Hyp","RP_Love_Afrm_Hyp","RP_Love_Want","RP_Sadn_Expression","RP_Sadn_Experience","RP_Sadn_Conn_Recall","RP_Sadn_Dist_Recall","RP_Sadn_Afrm_Recall","RP_Sadn_Conn_Hyp","RP_Sadn_Dist_Hyp","RP_Sadn_Afrm_Hyp","RP_Sadn_Want","CF_Hurt_Expression","CF_Hurt_Experience","CF_Hurt_Conn_Recall","CF_Hurt_Dist_Recall","CF_Hurt_Afrm_Recall","CF_Hurt_Conn_Hyp","CF_Hurt_Dist_Hyp","CF_Hurt_Afrm_Hyp","CF_Hurt_Want","CF_Joys_Expression","CF_Joys_Experience","CF_Joys_Conn_Recall","CF_Joys_Dist_Recall","CF_Joys_Afrm_Recall","CF_Joys_Conn_Hyp","CF_Joys_Dist_Hyp","CF_Joys_Afrm_Hyp","CF_Joys_Want","CF_Love_Expression","CF_Love_Experience","CF_Love_Conn_Recall","CF_Love_Dist_Recall","CF_Love_Afrm_Recall","CF_Love_Conn_Hyp","CF_Love_Dist_Hyp","CF_Love_Afrm_Hyp","CF_Love_Want","CF_Sadn_Expression","CF_Sadn_Experience","CF_Sadn_Conn_Recall","CF_Sadn_Dist_Recall","CF_Sadn_Afrm_Recall","CF_Sadn_Conn_Hyp","CF_Sadn_Dist_Hyp","CF_Sadn_Afrm_Hyp","CF_Sadn_Want","CC_Hurt_Expression","CC_Hurt_Experience","CC_Hurt_Conn_Recall","CC_Hurt_Dist_Recall","CC_Hurt_Afrm_Recall","CC_Hurt_Conn_Hyp","CC_Hurt_Dist_Hyp","CC_Hurt_Afrm_Hyp","CC_Hurt_Want","CC_Joys_Expression","CC_Joys_Experience","CC_Joys_Conn_Recall","CC_Joys_Dist_Recall","CC_Joys_Afrm_Recall","CC_Joys_Conn_Hyp","CC_Joys_Dist_Hyp","CC_Joys_Afrm_Hyp","CC_Joys_Want","CC_Love_Expression","CC_Love_Experience","CC_Love_Conn_Recall","CC_Love_Dist_Recall","CC_Love_Afrm_Recall","CC_Love_Conn_Hyp","CC_Love_Dist_Hyp","CC_Love_Afrm_Hyp","CC_Love_Want","CC_Sadn_Expression","CC_Sadn_Experience","CC_Sadn_Conn_Recall","CC_Sadn_Dist_Recall","CC_Sadn_Afrm_Recall","CC_Sadn_Conn_Hyp","CC_Sadn_Dist_Hyp","CC_Sadn_Afrm_Hyp","CC_Sadn_Want","SS_Hurt_Expression","SS_Hurt_Experience","SS_Hurt_Conn_Recall","SS_Hurt_Dist_Recall","SS_Hurt_Afrm_Recall","SS_Hurt_Conn_Hyp","SS_Hurt_Dist_Hyp","SS_Hurt_Afrm_Hyp","SS_Hurt_Want","SS_Joys_Expression","SS_Joys_Experience","SS_Joys_Conn_Recall","SS_Joys_Dist_Recall","SS_Joys_Afrm_Recall","SS_Joys_Conn_Hyp","SS_Joys_Dist_Hyp","SS_Joys_Afrm_Hyp","SS_Joys_Want","SS_Love_Expression","SS_Love_Experience","SS_Love_Conn_Recall","SS_Love_Dist_Recall","SS_Love_Afrm_Recall","SS_Love_Conn_Hyp","SS_Love_Dist_Hyp","SS_Love_Afrm_Hyp","SS_Love_Want","SS_Sadn_Expression","SS_Sadn_Experience","SS_Sadn_Conn_Recall","SS_Sadn_Dist_Recall","SS_Sadn_Afrm_Recall","SS_Sadn_Conn_Hyp","SS_Sadn_Dist_Hyp","SS_Sadn_Afrm_Hyp","SS_Sadn_Want","Attn_Check_Never","Attn_Check_Much","Age","Age_4_TEXT","Gender","Gender_5_TEXT","Income","Education","Race","Race_9_TEXT","Community_1_x","Community_1_y","Community"
94,"3","3","2","2","1",NA,NA,NA,"1","1","1","1","1","1",NA,NA,NA,"1","3","1","1","1","1",NA,NA,NA,"1","4","3","2","3","2",NA,NA,NA,"1","3","2","1","1","1",NA,NA,NA,"1","2","2","1","1","1",NA,NA,NA,"1","1","1","1","1","1",NA,NA,NA,"1","3","3","1","1","1",NA,NA,NA,"1","3","3","2","2","2",NA,NA,NA,"2","3","3","3","2","2",NA,NA,NA,"3","5","5",NA,NA,NA,"3","3","5","4","4","4","3","2","3",NA,NA,NA,"3","4","4","1","2","2",NA,NA,NA,"2","4","4","2","2","2",NA,NA,NA,"3","5","5",NA,NA,NA,"5","4","4","5","4","4","5","2","5",NA,NA,NA,"2","5","2","4","19","3",NA,"7","3","7",NA,"145","222","Region #4"
5,"3","3","1","1","1",NA,NA,NA,"1","2","1","1","1","1",NA,NA,NA,"1","1","1","1","1","1",NA,NA,NA,"1","2","2","1","1","1",NA,NA,NA,"1","3","3","1","1","1",NA,NA,NA,"2","2","2","1","1","1",NA,NA,NA,"1","2","2","1","1","1",NA,NA,NA,"2","3","3","1","1","2",NA,NA,NA,"2","4","4","3","2","2",NA,NA,NA,"3","4","3","2","2","2",NA,NA,NA,"3","4","3","2","2","2",NA,NA,NA,"3","4","4","3","3","3",NA,NA,NA,"3","4","4","2","3","3",NA,NA,NA,"4","4","4","3","3","3",NA,NA,NA,"4","4","4","2","2","3",NA,NA,NA,"4","4","4","2","2","2",NA,NA,NA,"4","5","3","4","28","3",NA,"4","5","7",NA,"125","255","Region #3"
133,"3","4","2","2","2",NA,NA,NA,"2","2","2","2","2","2",NA,NA,NA,"2","2","2","2","2","2",NA,NA,NA,"2","3","3","2","2","2",NA,NA,NA,"2","3","3","2","2","2",NA,NA,NA,"2","3","3","2","2","2",NA,NA,NA,"2","3","3","2","2","2",NA,NA,NA,"3","3","3","2","2","2",NA,NA,NA,"2","3","3","2","2","2",NA,NA,NA,"3","3","4","3","2","2",NA,NA,NA,"3","3","3","2","2","2",NA,NA,NA,"3","3","3","2","2","2",NA,NA,NA,"3",NA,"3","2","3","3",NA,NA,NA,"3","3","3","2","2","3",NA,NA,NA,"3","4","4","2","2","3",NA,NA,NA,"3","3","3","3","3","3",NA,NA,NA,"3","5","2","4","45","2",NA,"8","6","7",NA,NA,NA,NA
226,"4","3","1","1","2",NA,NA,NA,"5","4","4","2","2","2",NA,NA,NA,"3","2","1","1","1","1",NA,NA,NA,"1","3","3","2","2","2",NA,NA,NA,"2","2","3","2","3","2",NA,NA,NA,"1","3","3","2","2","2",NA,NA,NA,"2","5","5",NA,NA,NA,"5","5","5","4","3","3","2","2","2",NA,NA,NA,"2","3","3","2","2","2",NA,NA,NA,"2","3","3","2","2","2",NA,NA,NA,"2","5","5",NA,NA,NA,"5","5","5","4","3","3","2","2","2",NA,NA,NA,"2","3","3","3","3","3",NA,NA,NA,"2","4","4","3","3","3",NA,NA,NA,"3","5","5",NA,NA,NA,"5","5","5","3","4","4","3","3","3",NA,NA,NA,"3","5","2","4","60","2",NA,"6","5","7",NA,"244","95","Region #8"
298,"3","4","2","2","2",NA,NA,NA,"2","2","2","1","1","1",NA,NA,NA,"1","1","1","1","1","1",NA,NA,NA,"1","2","2","1","1","1",NA,NA,NA,"2","4","4","2","2","2",NA,NA,NA,"2","1","2","1","1","1",NA,NA,NA,"2","2","2","1","1","1",NA,NA,NA,"2","3","3","2","2","1",NA,NA,NA,"2",NA,"4","2","2","2",NA,NA,NA,"3","3","3","1","1","1",NA,NA,NA,"2","3","2","1","1","1",NA,NA,NA,"2","3","3","2","1","1",NA,NA,NA,"2","4","4","3","3","3",NA,NA,NA,"3","4","4","2","2","2",NA,NA,NA,"4","5","5",NA,NA,NA,"3","3","3","5","4","5","3","3","3",NA,NA,NA,"3","5","2","4","24","2",NA,"5","5","7",NA,"207","161","Region #6"
40,"2","3","1","1","1",NA,NA,NA,"2","1","1","1","1","1",NA,NA,NA,"1","1","1","1","1","1",NA,NA,NA,"1","1","1","1","1","1",NA,NA,NA,"1","1","3","2","2","2",NA,NA,NA,"2","1","1","1","1","1",NA,NA,NA,"1","2","2","2","2","1",NA,NA,NA,"1","1","3","1","1","1",NA,NA,NA,"1","5","5",NA,NA,NA,"3","3","3","3","3","3","3","3","3",NA,NA,NA,"3","4","3","2","3","2",NA,NA,NA,"3","5","5",NA,NA,NA,"3","3","3","3","5","5",NA,NA,NA,"3","3","3","4","3","4","3","3","3",NA,NA,NA,"4","5","5",NA,NA,NA,"3","3","3","4","4","4","3","3","3",NA,NA,NA,"4","5","2","4","25","1",NA,"4","2","7",NA,NA,NA,NA
127,"2","2","1","1","1",NA,NA,NA,"2","2","2","1","1","1",NA,NA,NA,"2","1","2","1","1","1",NA,NA,NA,"1","2","2","1","1","1",NA,NA,NA,"2","3","3","2","2","2",NA,NA,NA,"2","2","2","1","1","1",NA,NA,NA,"2","3","3","1","2","1",NA,NA,NA,"2","3","3","2","2","2",NA,NA,NA,"2","4","4","3","3","3",NA,NA,NA,"3","4","4","2","2","3",NA,NA,NA,"3","5","5",NA,NA,NA,"3","3","3","4","4","4","3","3","3",NA,NA,NA,"3","4","3","2","2","4",NA,NA,NA,"4","4","4","2","2","4",NA,NA,NA,"4","5","5",NA,NA,NA,"2","2","4","5","5","5",NA,NA,NA,"2","2","4","4","5","2","4","36","2",NA,"5","5","7",NA,"142","248","Region #3"
44,"1","2","1","1","2",NA,NA,NA,"1","1","1","1","1","1",NA,NA,NA,"1","2","1","1","2","1",NA,NA,NA,"2","1","1","1","1","1",NA,NA,NA,"2","1","1","1","1","1",NA,NA,NA,"1","1","1","1","2","2",NA,NA,NA,"2","1","1","1","1","1",NA,NA,NA,"1","2","2","2","2","2",NA,NA,NA,"2","3","3","2","3","2",NA,NA,NA,"2","2","2","2","2","2",NA,NA,NA,"2","3","3","2","1","1",NA,NA,NA,"2","2","2","2","2","2",NA,NA,NA,"2","4","4","3","3","4",NA,NA,NA,"3","4","4","4","3","3",NA,NA,NA,"3","4","4","3","3","3",NA,NA,NA,"3","4","4","3","3","3",NA,NA,NA,"3","1","2","4","24","2",NA,"4","2","4",NA,"206","188","Region #5"
312,"1","1","1","1","1",NA,NA,NA,"1","1","1","1","1","1",NA,NA,NA,"1","1","1","1","1","1",NA,NA,NA,"1","1","1","1","1","1",NA,NA,NA,"1","2","1","1","2","2",NA,NA,NA,"1","1","1","1","1","1",NA,NA,NA,"1","2","2","1","1","1",NA,NA,NA,"1","1","1","1","1","2",NA,NA,NA,"1","1","1","1","1","1",NA,NA,NA,"1","1","1","1","1","1",NA,NA,NA,"1","1","1","1","1","1",NA,NA,NA,"1","1","1","1","1","1",NA,NA,NA,"1","4","4","3","3","3",NA,NA,NA,"3","3","4","3","3","3",NA,NA,NA,"3","4","4","3","3","3",NA,NA,NA,"3","4","4","4","3","3",NA,NA,NA,"4","5","1","4","31","2",NA,"6","4","7",NA,NA,NA,NA
121,"1","2","2","2","1",NA,NA,NA,"2","1","1","1","1","1",NA,NA,NA,"1","1","1","1","1","1",NA,NA,NA,"1","1","1","1","1","1",NA,NA,NA,"1","4","4","2","2","2",NA,NA,NA,"2","2","2","2","2","1",NA,NA,NA,"2","1","1","1","1","1",NA,NA,NA,"1","3","3","2","2","2",NA,NA,NA,"2","4","5","1","1","1",NA,NA,NA,"4","2","1","1","1","1",NA,NA,NA,"1","2","1","1","1","1",NA,NA,NA,"2","3","3","2","2","2",NA,NA,NA,"2","5","5",NA,NA,NA,"2","2","2","2","3","3","2","2","2",NA,NA,NA,"2","3","3","2","2","2",NA,NA,NA,"3","4","4","3","3","3",NA,NA,NA,"3","5","2","4","32","1",NA,"6","5","5",NA,"178","216","Region #4"
9,"4","4","5","4","4",NA,NA,NA,"2","4","4","2","2","3",NA,NA,NA,"3","3","3","4","4","2",NA,NA,NA,"2","4","4","3","3","3",NA,NA,NA,"3","3","3","3","3","3",NA,NA,NA,"2","3","2","2","2","2",NA,NA,NA,"2","2","2","2","2","2",NA,NA,NA,"2","2","2","2","1","2",NA,NA,NA,"2","5","5",NA,NA,NA,"3","5","3","3","4","2","3","3","3",NA,NA,NA,"3","3","4","5","5","5",NA,NA,NA,"3","5","5",NA,NA,NA,"3","3","3","3","5","5",NA,NA,NA,"3","5","3","4","2","2","3","2","2",NA,NA,NA,"3","3","4","3","3","3",NA,NA,NA,"3","5","5",NA,NA,NA,"3","3","3","3","5","4","4","41","2",NA,"7","6","7",NA,"189","131","Other"
248,"2","3","2","1","1",NA,NA,NA,"2","2","2","1","1","1",NA,NA,NA,"2","2","2","1","1","1",NA,NA,NA,"1","2","1","1","1","1",NA,NA,NA,"1","2","2","2","2","1",NA,NA,NA,"1","2","2","1","1","1",NA,NA,NA,"1","2","1","2","2","1",NA,NA,NA,"1","1","1","1","1","1",NA,NA,NA,"1","3","3","2","2","2",NA,NA,NA,"2","2","3","2","1","2",NA,NA,NA,"2","4","3","2","2","2",NA,NA,NA,"2","2","4","2","2","2",NA,NA,NA,"1","3","4","2","2","3",NA,NA,NA,"2","3","3","2","2","4",NA,NA,NA,"2","5","4",NA,NA,NA,"2","2","4","5","3","4","2","2","4",NA,NA,NA,"2","5","2","4","42","1",NA,"5","5","7",NA,NA,NA,NA
180,"5","3",NA,NA,NA,"2","2","2","5","4","5","3","3","3",NA,NA,NA,"5","5","5",NA,NA,NA,"3","2","3","4","5","5",NA,NA,NA,"2","2","2","4","4","5","1","1","1",NA,NA,NA,"2","1","2","1","1","1",NA,NA,NA,"1","1","2","1","1","1",NA,NA,NA,"1","1","4","1","1","1",NA,NA,NA,"1","4","4","2","2","2",NA,NA,NA,"2","4","4",NA,"2","2",NA,NA,NA,"2","4","4","2","2","2",NA,NA,NA,"2","2","4","2","2","2",NA,NA,NA,"2","5","4",NA,NA,NA,"3","3","3","3","5","5",NA,NA,NA,"3","4","4","3","5","5",NA,NA,NA,"4","4","4","4","5","5",NA,NA,NA,"3","2","3","3","5","2","4","62","2",NA,"4","2","7",NA,"176","190","Region #5"
135,"2","5","2","2","2",NA,NA,NA,"2","1","1","1","2","1",NA,NA,NA,"2","1","1","1","1","1",NA,NA,NA,"1","2","2","2","1","1",NA,NA,NA,"2","3","4","3","3","3",NA,NA,NA,"3","2","2","2","1","1",NA,NA,NA,"1","5","4",NA,NA,NA,"4","4","4","5","3","3","2","2","2",NA,NA,NA,"3","5","5",NA,NA,NA,"3","3","3","5","3","3","3","3","3",NA,NA,NA,"2","5","5",NA,NA,NA,"5","5","5","5","4","4","3","3","3",NA,NA,NA,"3","5","5",NA,NA,NA,"3","3","3","4","5","5",NA,NA,NA,"4","4","4","4","5","5",NA,NA,NA,"5","5","5","5","4","4","3","2","2",NA,NA,NA,"4","5","2","4","19","1",NA,"7","3","2",NA,"256","95","Region #8"
96,"4","4","1","2","2",NA,NA,NA,"2","1","1","1","1","1",NA,NA,NA,"1","1","1","1","1","1",NA,NA,NA,"1","3","3","1","1","1",NA,NA,NA,"2","4","4","1","2","1",NA,NA,NA,"2","3","3","1","2","1",NA,NA,NA,"2","3","2","1","1","1",NA,NA,NA,"2","4","4","2","2","2",NA,NA,NA,"2","4","4","3","2","2",NA,NA,NA,"3","4","4","3","2","2",NA,NA,NA,"3","4","4","2","2","2",NA,NA,NA,"3","4","4","2","3","3",NA,NA,NA,"3","4","5","4","4","3",NA,NA,NA,"4","4","5","3","2","3",NA,NA,NA,"4","5","5",NA,NA,NA,"2","2","2","4","5","5",NA,NA,NA,"3","3","3","4","5","2","4","42","2",NA,"7","6","7",NA,NA,NA,NA
340,"2","3","2","2","1",NA,NA,NA,"2","1","1","1","1","1",NA,NA,NA,"1","1","1","1","1","1",NA,NA,NA,"1","2","2","1","1","1",NA,NA,NA,"1","4","4","3","3","3",NA,NA,NA,"4","3","2","2","2","2",NA,NA,NA,"3","5","5",NA,NA,NA,"2","2","1","5","4","4","2","2","2",NA,NA,NA,"4","4","4","3","3","3",NA,NA,NA,"3","4","4","3","3","3",NA,NA,NA,"3","5","5",NA,NA,NA,"4","3","4","5","4","4","3","3","3",NA,NA,NA,"3","5","5",NA,NA,NA,"3","3","3","3","4","4","3","3","3",NA,NA,NA,"3","5","5",NA,NA,NA,"4","4","4","3","3","4","2","3","2",NA,NA,NA,"3","5","2","4","20","1",NA,"3","3","4",NA,NA,NA,NA
154,"1","1","1","1","1",NA,NA,NA,"1","1","1","1","1","1",NA,NA,NA,"2","1","1","1","1","1",NA,NA,NA,"2","1","1","1","1","1",NA,NA,NA,"1","2","2","2","3","3",NA,NA,NA,"2","3","2","2","2","2",NA,NA,NA,"2","1","1","2","2","2",NA,NA,NA,"2","3","3","2","2","2",NA,NA,NA,"2","2","3","3","3","3",NA,NA,NA,"2","3","3","2","2","2",NA,NA,NA,"2","3","3","3","3","3",NA,NA,NA,"2","3","3","2","2","2",NA,NA,NA,"2","3","4","3","3","3",NA,NA,NA,"3","4","4","3","3","3",NA,NA,NA,"3","3","3","3","3","3",NA,NA,NA,"3","3","3","3","3","3",NA,NA,NA,"3","3","1","4","22","2",NA,"5","5","3",NA,"179","164","Region #6"
181,"3","3","2","2","2",NA,NA,NA,"2","1","1","1","1","1",NA,NA,NA,"1","1","1","1","1","1",NA,NA,NA,"1","3","3","2","1","1",NA,NA,NA,"1","2","3","1","1","1",NA,NA,NA,"1","1","2","1","1","1",NA,NA,NA,"1","1","1","1","1","1",NA,NA,NA,"1","2","3","1","1","1",NA,NA,NA,"1","4","4","3","3","3",NA,NA,NA,"3","3","3","2","2","2",NA,NA,NA,"2","3","3","2","2","2",NA,NA,NA,"2","3","3","2","2","2",NA,NA,NA,"2","4","4","3","3","3",NA,NA,NA,"3","4","4","2","2","2",NA,NA,NA,"3","5","5",NA,NA,NA,"3","3","3","3","5","5",NA,NA,NA,"2","2","2","3","5","2","4","35","2",NA,"7","6","7",NA,"226","79","Other"
72,"3","3","2","2","2",NA,NA,NA,"3","2","2","1","1","1",NA,NA,NA,"2","2","2","1","1","1",NA,NA,NA,"2","3","3","1","1","1",NA,NA,NA,"2","3","4","2","3","3",NA,NA,NA,"2","1","1","1","1","1",NA,NA,NA,"1","2","2","1","1","1",NA,NA,NA,"1","2","3","1","1","1",NA,NA,NA,"1","4","4","4","4","4",NA,NA,NA,"4","4","4","3","3","3",NA,NA,NA,"4","4","4","3","3","3",NA,NA,NA,"4","4","4","3","3","3",NA,NA,NA,"4","4","4","3","3","3",NA,NA,NA,"3","3","4","2","2","2",NA,NA,NA,"3","4","4","3","3","3",NA,NA,NA,"4","3","3","2","2","2",NA,NA,NA,"3","5","2","4","31","2",NA,"7","5","7",NA,"216","143","Region #6,Region #7"
163,"3","4","2","2","2",NA,NA,NA,"2","1","1","1","1","1",NA,NA,NA,"1","1","1","1","1","1",NA,NA,NA,"1","3","3","2","2","2",NA,NA,NA,"2","4","4","1","2","2",NA,NA,NA,"2","2","2","1","2","2",NA,NA,NA,"1","3","4","1","1","1",NA,NA,NA,"1","4","4","2","2","2",NA,NA,NA,"2","4","3","5","5","5",NA,NA,NA,"5","2","2","2","2","2",NA,NA,NA,"2","4","4","2","2","2",NA,NA,NA,"1","3","3","2","2","2",NA,NA,NA,"2","5","5",NA,NA,NA,"4","4","4","4","5","5",NA,NA,NA,"2","2","2","1","5","5",NA,NA,NA,"2","2","2","2","5","5",NA,NA,NA,"2","2","2","2","5","2","4","27","2",NA,"1","5","7",NA,"112","256","Region #3"
211,"3","3","1","1","1",NA,NA,NA,"4","3","3","1","1","1",NA,NA,NA,"3","1","1","1","1","1",NA,NA,NA,"1","3","2","1","1","1",NA,NA,NA,"3","2","2","1","1","1",NA,NA,NA,"2","1","1","1","1","1",NA,NA,NA,"1","2","1","1","2","1",NA,NA,NA,"1","1","1","1","1","1",NA,NA,NA,"1","3","3","2","2","2",NA,NA,NA,"2","1","2","1","1","2",NA,NA,NA,"1","4","2","2","1","3",NA,NA,NA,"3","1","3","2","3","3",NA,NA,NA,"1","3","3","2","2","3",NA,NA,NA,"2","3","4","2","2","3",NA,NA,NA,"3","4","3","4","4","3",NA,NA,NA,"3","4","4","3","3","3",NA,NA,NA,"3","5","2","4","26","2",NA,"7","11","7",NA,"170","206","Region #4"
103,"4","4","1","1","1",NA,NA,NA,"2","2","2","1","1","1",NA,NA,NA,"1","1","1","1","1","1",NA,NA,NA,"1","3","3","1","1","1",NA,NA,NA,"1","3","4","1","2","1",NA,NA,NA,"2","2","2","1","1","1",NA,NA,NA,"1","1","2","1","1","1",NA,NA,NA,"1","4","4","1","2","1",NA,NA,NA,"1","4","3","2","2","2",NA,NA,NA,"2","3","3","1","2","2",NA,NA,NA,"2","4","2","2","2","2",NA,NA,NA,"2","4","4","2","2","2",NA,NA,NA,"3","3","4","2","2","2",NA,NA,NA,"3","3","3","2","2","2",NA,NA,NA,"3","3","3","2","2","2",NA,NA,NA,"2","3","4","2","2","3",NA,NA,NA,"3","5","2","4","52","2",NA,"3","6","7",NA,"150","258","Region #3"
356,"1","3","1","1","1",NA,NA,NA,"1","1","1","1","1","1",NA,NA,NA,"1","1","1","1","1","1",NA,NA,NA,"1","1","1","1","1","1",NA,NA,NA,"1","2","4","1","1","1",NA,NA,NA,"2","1","1","2","1","1",NA,NA,NA,"1","1","1","1","1","1",NA,NA,NA,"1","3","2","1","1","1",NA,NA,NA,"1","5","5",NA,NA,NA,"3","3","3","3","3","3","3","2","3",NA,NA,NA,"2","5","5",NA,NA,NA,"3","3","3","5","3","4","3","3","3",NA,NA,NA,"3","2","3","2","2","3",NA,NA,NA,"2","2","3","2","2","3",NA,NA,NA,"2","3","3","2","1","1",NA,NA,NA,"3","3","3","2","2","3",NA,NA,NA,"2","5","2","4","21","2",NA,"2","2","5,7",NA,"132","219","Region #4"
85,"5","4",NA,NA,NA,"3","3","3","2","2","2","2","2","2",NA,NA,NA,"2","2","2","2","2","2",NA,NA,NA,"2","3","3","3","3","2",NA,NA,NA,"2","2","3","2","2","2",NA,NA,NA,"2","2","2","2","2","2",NA,NA,NA,"2","2","2","2","2","2",NA,NA,NA,"2","3","3","2","2","2",NA,NA,NA,"2","5","5",NA,NA,NA,"3","3","2","3","4","4","3","3","3",NA,NA,NA,"3","3","3","3","3","3",NA,NA,NA,"3","4","4","3","3","3",NA,NA,NA,"3","4","4","3","3","3",NA,NA,NA,"3","4","4","3","2","3",NA,NA,NA,"3","4","4","2","3","2",NA,NA,NA,"3","4","4","2","3","3",NA,NA,NA,"3","5","2","4","53","1",NA,"7","5","7",NA,"231","155","Region #6"
189,"4","4","2","2","2",NA,NA,NA,"2","1","1","1","1","1",NA,NA,NA,"1","1","1","1","1","1",NA,NA,NA,"1","1","3","2","1","1",NA,NA,NA,"2","4","4","2","2","2",NA,NA,NA,"2","3","3","1","1","1",NA,NA,NA,"2","3","3","1","1","1",NA,NA,NA,"2","3","3","2","2","2",NA,NA,NA,"2","5","5",NA,NA,NA,"5","4","5","5","5","5",NA,NA,NA,"1","1","2","2","4","5","2","2","1",NA,NA,NA,"3","5","5",NA,NA,NA,"2","2","3","5","5","5",NA,NA,NA,"2","2","3","4","5","5",NA,NA,NA,"2","2","2","5","5","5",NA,NA,NA,"5","5","3","5","5","5",NA,NA,NA,"2","2","2","5","5","2","4","26","2",NA,"4","3","3",NA,"165","223","Region #4"
348,"2","2","2","2","2",NA,NA,NA,"1","1","1","2","1","2",NA,NA,NA,"1","2","2","2","2","2",NA,NA,NA,"2","2","2","2","2","2",NA,NA,NA,"2","3","3","2","2","2",NA,NA,NA,"2","2","2","2","2","2",NA,NA,NA,"2","2","2","2","2","2",NA,NA,NA,"2","2","2","3","3","2",NA,NA,NA,"3","3","3","3","3","3",NA,NA,NA,"4","4","4","3","3","3",NA,NA,NA,"2","4","4","3","4","3",NA,NA,NA,"4","2","3","3","3","3",NA,NA,NA,"3","5","5",NA,NA,NA,"3","3","3","4","5","5",NA,NA,NA,NA,"3","3","3","5","5",NA,NA,NA,"3","3","3","3","5","5",NA,NA,NA,"3","3","3","3","2","5","4","28","1",NA,"6","13","7",NA,NA,NA,NA
19,"3","3","2","2","2",NA,NA,NA,"3","3","3","3","3","3",NA,NA,NA,"3","3","3","2","2","2",NA,NA,NA,"2","3","3","2","2","3",NA,NA,NA,"2","4","4","3","3","3",NA,NA,NA,"4","3","4","3","3","3",NA,NA,NA,"3","3","3","3","3","3",NA,NA,NA,"3","4","4","3","3","3",NA,NA,NA,"3","5","4",NA,NA,NA,"3","3","3","5","5","5",NA,NA,NA,"3","3","3","4","5","5",NA,NA,NA,"3","3","3","4","5","5",NA,NA,NA,"3","3","3","4","4","4","3","3","3",NA,NA,NA,"4","4","4","4","3","3",NA,NA,NA,"4","5","5",NA,NA,NA,"3","3","4","5","5","5",NA,NA,NA,"3","3","3","4","5","2","4","44","2",NA,"4","5","7",NA,"159","246","Region #3"
76,"1","3","1","1","1",NA,NA,NA,"1","1","1","1","1","1",NA,NA,NA,"1","1","1","1","1","1",NA,NA,NA,"1","1","1","1","1","1",NA,NA,NA,"1","1","1","1","1","1",NA,NA,NA,"1","1","1","1","1","1",NA,NA,NA,"1","1","1","1","1","1",NA,NA,NA,"1","1","1","1","1","1",NA,NA,NA,"1","3","3","2","3","3",NA,NA,NA,"2","3","3","3","3","3",NA,NA,NA,"2","4","4","3","3","3",NA,NA,NA,"3","3","3","2","2","2",NA,NA,NA,"2","5","5",NA,NA,NA,"3","3","3","3","4","4","3","3","3",NA,NA,NA,"3","5","5",NA,NA,NA,"3","3","3","3","4","4","3","3","3",NA,NA,NA,"3","5","2","4","32","2",NA,"7","5","7",NA,"209","122","Region #7"
242,"2","2","1","1","3",NA,NA,NA,"1","1","1","1","1","1",NA,NA,NA,"1","1","1","1","1","1",NA,NA,NA,"1","1","1","1","1","1",NA,NA,NA,"1","2","3","2","2","2",NA,NA,NA,"1","1","2","1","1","1",NA,NA,NA,"1","1","2","1","1","1",NA,NA,NA,"1","1","3","1","1","1",NA,NA,NA,"1","4","4","2","1","2",NA,NA,NA,"4","3","4","2","2","2",NA,NA,NA,"2","5","5",NA,NA,NA,"3","2","3","3","3","4","3","2","2",NA,NA,NA,"2","5","2",NA,NA,NA,"3","2","3","5","4","4","3","3","3",NA,NA,NA,"4","5","5",NA,NA,NA,"3","3","3","3","5","5",NA,NA,NA,"3","3","3","4","5","2","4","21","1",NA,"7","3","5",NA,"203","149","Region #6"
107,"5","4",NA,NA,NA,"1","1","1","4","3","3","1","1","1",NA,NA,NA,"2","4","3","1","1","1",NA,NA,NA,"4","4","4","1","1","1",NA,NA,NA,"4","2","3","1","1","1",NA,NA,NA,"2","2","3","1","1","1",NA,NA,NA,"1","3","3","1","2","1",NA,NA,NA,"2","1","3","1","1","1",NA,NA,NA,"1","5","4",NA,NA,NA,"4","4","4","4","3","4","2","2","2",NA,NA,NA,"2","5","5",NA,NA,NA,"4","4","4","5","4","4","2","2","2",NA,NA,NA,"2","4","4","2","4","4",NA,NA,NA,"4","4","4","2","2","2",NA,NA,NA,"2","5","5",NA,NA,NA,"4","5","4","5","4","4","2","1","2",NA,NA,NA,"2","5","2","4","51","2",NA,"7","2","7",NA,"187","150","Region #6"
